Frame,Timestamp,TrackID,Role,AOI,x1,y1,x2,y2
6772,271.3709,84,Confederate_1,FullBody,1468,520,1606,673
6773,271.411,81,Target,Head,904,391,1026,512
6773,271.411,81,Target,Body,884,393,1054,811
6773,271.411,81,Target,Feet,914,739,1070,844
6773,271.411,81,Target,Peripersonal,866,365,1073,863
6773,271.411,82,3,FullBody,1721,555,1894,748
6773,271.411,84,Confederate_1,FullBody,1472,521,1617,677
6774,271.4511,81,Target,Head,907,391,1028,512
6774,271.4511,81,Target,Body,887,394,1056,810
6774,271.4511,81,Target,Feet,917,740,1072,844
6774,271.4511,81,Target,Peripersonal,868,365,1075,863
6774,271.4511,82,3,FullBody,1726,557,1891,752
6774,271.4511,84,Confederate_1,FullBody,1472,522,1619,681
6774,271.4511,85,Confederate_2,FullBody,1853,545,1937,837
6775,271.4911,81,Target,Head,910,391,1031,512
6775,271.4911,81,Target,Body,890,393,1061,811
6775,271.4911,81,Target,Feet,919,741,1075,845
6775,271.4911,81,Target,Peripersonal,871,365,1080,864
6775,271.4911,82,3,FullBody,1730,558,1894,750
6775,271.4911,84,Confederate_1,FullBody,1476,524,1625,678
6775,271.4911,85,Confederate_2,FullBody,1857,545,1937,833
6776,271.5312,81,Target,Head,912,392,1032,513
6776,271.5312,81,Target,Body,892,394,1062,812
6776,271.5312,81,Target,Feet,922,740,1076,845
6776,271.5312,81,Target,Peripersonal,874,366,1080,864
6776,271.5312,82,3,FullBody,1734,558,1897,753
6776,271.5312,84,Confederate_1,FullBody,1479,522,1619,676
6776,271.5312,85,Confederate_2,FullBody,1858,544,1937,825
6777,271.5713,81,Target,Head,913,394,1033,515
6777,271.5713,81,Target,Body,894,395,1064,810
6777,271.5713,81,Target,Feet,922,741,1078,845
6777,271.5713,81,Target,Peripersonal,875,369,1083,864
6777,271.5713,82,3,FullBody,1735,557,1897,751
6777,271.5713,84,Confederate_1,FullBody,1484,522,1629,676
6777,271.5713,85,Confederate_2,FullBody,1864,544,1939,821
6778,271.6114,81,Target,Head,913,394,1033,515
6778,271.6114,81,Target,Body,895,394,1064,812
6778,271.6114,81,Target,Feet,923,743,1079,846
6778,271.6114,81,Target,Peripersonal,877,368,1083,865
6778,271.6114,82,3,FullBody,1737,559,1901,748
6778,271.6114,84,Confederate_1,FullBody,1484,521,1624,674
6778,271.6114,85,Confederate_2,FullBody,1863,543,1925,821
6779,271.6514,81,Target,Head,913,394,1034,515
6779,271.6514,81,Target,Body,895,394,1065,812
6779,271.6514,81,Target,Feet,924,743,1080,846
6779,271.6514,81,Target,Peripersonal,876,369,1084,866
6779,271.6514,82,3,FullBody,1739,556,1902,749
6779,271.6514,84,Confederate_1,FullBody,1485,519,1619,679
6779,271.6514,85,Confederate_2,FullBody,1866,540,1939,810
6780,271.6915,81,Target,Head,912,394,1033,515
6780,271.6915,81,Target,Body,895,394,1065,811
6780,271.6915,81,Target,Feet,924,741,1080,846
6780,271.6915,81,Target,Peripersonal,876,368,1083,865
6780,271.6915,82,3,FullBody,1738,554,1896,751
6780,271.6915,84,Confederate_1,FullBody,1485,517,1625,671
6780,271.6915,85,Confederate_2,FullBody,1865,538,1926,811
6781,271.7316,81,Target,Head,911,391,1032,512
6781,271.7316,81,Target,Body,894,392,1064,811
6781,271.7316,81,Target,Feet,924,739,1080,845
6781,271.7316,81,Target,Peripersonal,875,365,1083,864
6781,271.7316,82,3,FullBody,1736,548,1897,744
6781,271.7316,84,Confederate_1,FullBody,1486,516,1619,665
6781,271.7316,85,Confederate_2,FullBody,1863,534,1925,807
6782,271.7716,81,Target,Head,910,390,1031,511
6782,271.7716,81,Target,Body,893,391,1062,808
6782,271.7716,81,Target,Feet,924,738,1079,842
6782,271.7716,81,Target,Peripersonal,874,364,1083,861
6782,271.7716,82,3,FullBody,1735,545,1895,743
6782,271.7716,84,Confederate_1,FullBody,1485,515,1623,669
6783,271.8117,81,Target,Head,909,389,1029,510
6783,271.8117,81,Target,Body,892,390,1062,808
6783,271.8117,81,Target,Feet,924,737,1079,842
6783,271.8117,81,Target,Peripersonal,873,363,1083,861
6783,271.8117,82,3,FullBody,1734,545,1897,739
6783,271.8117,84,Confederate_1,FullBody,1480,514,1616,668
6784,271.8518,81,Target,Head,909,389,1030,510
6784,271.8518,81,Target,Body,893,391,1062,809
6784,271.8518,81,Target,Feet,924,738,1079,842
6784,271.8518,81,Target,Peripersonal,874,363,1082,862
6784,271.8518,82,3,FullBody,1735,545,1893,740
6784,271.8518,84,Confederate_1,FullBody,1482,514,1617,670
6785,271.8919,81,Target,Head,910,390,1030,511
6785,271.8919,81,Target,Body,893,391,1063,809
6785,271.8919,81,Target,Feet,923,740,1079,844
6785,271.8919,81,Target,Peripersonal,873,364,1083,863
6785,271.8919,82,3,FullBody,1735,548,1892,741
6785,271.8919,84,Confederate_1,FullBody,1484,518,1615,671
6786,271.9319,81,Target,Head,909,391,1030,513
6786,271.9319,81,Target,Body,893,394,1062,810
6786,271.9319,81,Target,Feet,923,741,1078,844
6786,271.9319,81,Target,Peripersonal,874,365,1082,864
6786,271.9319,82,3,FullBody,1736,550,1888,743
6786,271.9319,84,Confederate_1,FullBody,1485,519,1618,673
6787,271.972,81,Target,Head,909,392,1029,514
6787,271.972,81,Target,Body,893,394,1062,812
6787,271.972,81,Target,Feet,923,742,1079,846
6787,271.972,81,Target,Peripersonal,874,365,1083,866
6787,271.972,82,3,FullBody,1736,550,1897,744
6787,271.972,84,Confederate_1,FullBody,1485,515,1617,677
6788,272.0121,81,Target,Head,909,392,1029,514
6788,272.0121,81,Target,Body,893,394,1062,812
6788,272.0121,81,Target,Feet,923,742,1080,846
6788,272.0121,81,Target,Peripersonal,874,366,1083,866
6788,272.0121,82,3,FullBody,1736,549,1898,742
6788,272.0121,84,Confederate_1,FullBody,1484,516,1616,677
6789,272.0522,81,Target,Head,908,392,1029,515
6789,272.0522,81,Target,Body,892,394,1062,812
6789,272.0522,81,Target,Feet,923,741,1079,845
6789,272.0522,81,Target,Peripersonal,873,366,1083,865
6789,272.0522,82,3,FullBody,1735,547,1893,743
6789,272.0522,84,Confederate_1,FullBody,1484,515,1616,670
6790,272.0922,81,Target,Head,907,391,1027,514
6790,272.0922,81,Target,Body,892,393,1061,812
6790,272.0922,81,Target,Feet,923,740,1079,845
6790,272.0922,81,Target,Peripersonal,872,365,1083,864
6790,272.0922,82,3,FullBody,1733,544,1895,738
6790,272.0922,84,Confederate_1,FullBody,1477,514,1616,672
6791,272.1323,81,Target,Head,906,392,1027,514
6791,272.1323,81,Target,Body,891,394,1061,812
6791,272.1323,81,Target,Feet,923,740,1079,845
6791,272.1323,81,Target,Peripersonal,871,366,1084,864
6791,272.1323,82,3,FullBody,1733,543,1888,735
6791,272.1323,84,Confederate_1,FullBody,1479,514,1623,675
6792,272.1724,81,Target,Head,905,392,1026,515
6792,272.1724,81,Target,Body,890,394,1061,812
6792,272.1724,81,Target,Feet,923,741,1078,845
6792,272.1724,81,Target,Peripersonal,870,366,1083,864
6792,272.1724,82,3,FullBody,1732,541,1889,741
6792,272.1724,84,Confederate_1,FullBody,1479,512,1621,673
6792,272.1724,85,Confederate_2,FullBody,1857,530,1937,802
6793,272.2124,81,Target,Head,904,393,1025,516
6793,272.2124,81,Target,Body,890,395,1061,813
6793,272.2124,81,Target,Feet,923,742,1078,846
6793,272.2124,81,Target,Peripersonal,871,367,1082,865
6793,272.2124,82,3,FullBody,1731,541,1889,737
6793,272.2124,84,Confederate_1,FullBody,1479,513,1623,672
6794,272.2525,81,Target,Head,904,394,1025,517
6794,272.2525,81,Target,Body,890,396,1060,814
6794,272.2525,81,Target,Feet,923,742,1078,846
6794,272.2525,81,Target,Peripersonal,870,368,1083,866
6794,272.2525,82,3,FullBody,1731,541,1889,737
6794,272.2525,84,Confederate_1,FullBody,1477,513,1625,668
6794,272.2525,85,Confederate_2,FullBody,1856,530,1936,806
6795,272.2926,81,Target,Head,904,394,1024,517
6795,272.2926,81,Target,Body,890,396,1060,814
6795,272.2926,81,Target,Feet,923,742,1078,846
6795,272.2926,81,Target,Peripersonal,869,368,1083,866
6795,272.2926,82,3,FullBody,1731,541,1890,739
6795,272.2926,84,Confederate_1,FullBody,1478,513,1625,667
6795,272.2926,85,Confederate_2,FullBody,1855,529,1935,813
6796,272.3327,81,Target,Head,903,394,1024,517
6796,272.3327,81,Target,Body,889,396,1059,813
6796,272.3327,81,Target,Feet,922,742,1078,846
6796,272.3327,81,Target,Peripersonal,869,368,1082,865
6796,272.3327,82,3,FullBody,1730,540,1889,740
6796,272.3327,84,Confederate_1,FullBody,1477,512,1625,672
6797,272.3727,81,Target,Head,903,394,1023,516
6797,272.3727,81,Target,Body,889,395,1058,813
6797,272.3727,81,Target,Feet,921,741,1077,845
6797,272.3727,81,Target,Peripersonal,869,368,1082,864
6797,272.3727,82,3,FullBody,1729,540,1892,735
6797,272.3727,84,Confederate_1,FullBody,1477,511,1622,675
6798,272.4128,81,Target,Head,902,391,1022,515
6798,272.4128,81,Target,Body,889,394,1056,811
6798,272.4128,81,Target,Feet,921,739,1077,844
6798,272.4128,81,Target,Peripersonal,868,366,1081,863
6798,272.4128,82,3,FullBody,1725,538,1894,738
6798,272.4128,84,Confederate_1,FullBody,1475,509,1616,665
6799,272.4529,81,Target,Head,900,391,1020,513
6799,272.4529,81,Target,Body,887,392,1056,811
6799,272.4529,81,Target,Feet,920,737,1076,844
6799,272.4529,81,Target,Peripersonal,867,365,1081,863
6799,272.4529,82,3,FullBody,1724,538,1893,734
6799,272.4529,84,Confederate_1,FullBody,1473,507,1610,668
6800,272.4929,81,Target,Head,900,390,1020,513
6800,272.4929,81,Target,Body,887,391,1055,812
6800,272.4929,81,Target,Feet,920,737,1075,843
6800,272.4929,81,Target,Peripersonal,866,365,1080,862
6800,272.4929,82,3,FullBody,1723,537,1894,733
6800,272.4929,84,Confederate_1,FullBody,1472,506,1616,667
6800,272.4929,85,Confederate_2,FullBody,1845,524,1933,824
6801,272.533,81,Target,Head,900,390,1020,513
6801,272.533,81,Target,Body,886,390,1055,811
6801,272.533,81,Target,Feet,919,737,1075,843
6801,272.533,81,Target,Peripersonal,866,364,1080,862
6801,272.533,82,3,FullBody,1722,537,1889,732
6801,272.533,84,Confederate_1,FullBody,1470,506,1620,666
6801,272.533,85,Confederate_2,FullBody,1844,525,1934,884
6802,272.5731,81,Target,Head,900,391,1020,513
6802,272.5731,81,Target,Body,887,391,1055,811
6802,272.5731,81,Target,Feet,919,737,1074,843
6802,272.5731,81,Target,Peripersonal,867,365,1078,862
6802,272.5731,82,3,FullBody,1722,541,1888,738
6802,272.5731,84,Confederate_1,FullBody,1474,508,1609,665
6803,272.6132,81,Target,Head,899,391,1020,514
6803,272.6132,81,Target,Body,886,393,1054,812
6803,272.6132,81,Target,Feet,916,740,1073,844
6803,272.6132,81,Target,Peripersonal,866,366,1077,863
6803,272.6132,82,3,FullBody,1719,542,1883,741
6803,272.6132,84,Confederate_1,FullBody,1470,508,1605,675
6803,272.6132,85,Confederate_2,FullBody,1836,530,1931,827
6804,272.6532,81,Target,Head,897,392,1019,515
6804,272.6532,81,Target,Body,884,393,1052,812
6804,272.6532,81,Target,Feet,916,740,1072,844
6804,272.6532,81,Target,Peripersonal,864,366,1076,863
6804,272.6532,82,3,FullBody,1719,542,1886,739
6804,272.6532,84,Confederate_1,FullBody,1468,508,1608,670
6805,272.6933,81,Target,Head,897,393,1017,516
6805,272.6933,81,Target,Body,882,394,1052,814
6805,272.6933,81,Target,Feet,914,740,1071,846
6805,272.6933,81,Target,Peripersonal,862,367,1075,865
6805,272.6933,82,3,FullBody,1718,542,1876,745
6805,272.6933,84,Confederate_1,FullBody,1471,509,1605,674
6806,272.7334,81,Target,Head,895,394,1016,517
6806,272.7334,81,Target,Body,881,394,1051,815
6806,272.7334,81,Target,Feet,913,741,1069,846
6806,272.7334,81,Target,Peripersonal,862,369,1073,865
6806,272.7334,82,3,FullBody,1715,543,1877,741
6806,272.7334,84,Confederate_1,FullBody,1466,510,1600,676
6807,272.7735,81,Target,Head,894,396,1015,518
6807,272.7735,81,Target,Body,879,395,1051,817
6807,272.7735,81,Target,Feet,912,741,1069,848
6807,272.7735,81,Target,Peripersonal,859,370,1074,867
6807,272.7735,82,3,FullBody,1713,543,1874,740
6807,272.7735,84,Confederate_1,FullBody,1467,510,1598,671
6807,272.7735,85,Confederate_2,FullBody,1824,534,1932,818
6808,272.8135,81,Target,Head,893,397,1014,519
6808,272.8135,81,Target,Body,878,395,1049,818
6808,272.8135,81,Target,Feet,911,743,1068,848
6808,272.8135,81,Target,Peripersonal,857,371,1073,867
6808,272.8135,82,3,FullBody,1710,545,1876,735
6808,272.8135,84,Confederate_1,FullBody,1466,511,1602,668
6809,272.8536,81,Target,Head,892,397,1013,520
6809,272.8536,81,Target,Body,877,396,1048,818
6809,272.8536,81,Target,Feet,909,743,1066,849
6809,272.8536,81,Target,Peripersonal,857,371,1071,868
6809,272.8536,82,3,FullBody,1709,545,1873,741
6809,272.8536,84,Confederate_1,FullBody,1464,511,1599,670
6810,272.8937,81,Target,Head,892,397,1013,520
6810,272.8937,81,Target,Body,877,396,1048,818
6810,272.8937,81,Target,Feet,909,744,1066,849
6810,272.8937,81,Target,Peripersonal,857,372,1071,868
6810,272.8937,82,3,FullBody,1708,545,1873,743
6810,272.8937,84,Confederate_1,FullBody,1464,513,1600,671
6811,272.9337,81,Target,Head,892,398,1013,520
6811,272.9337,81,Target,Body,877,396,1048,818
6811,272.9337,81,Target,Feet,910,744,1066,849
6811,272.9337,81,Target,Peripersonal,857,372,1071,868
6811,272.9337,82,3,FullBody,1708,545,1871,744
6811,272.9337,84,Confederate_1,FullBody,1464,514,1599,670
6812,272.9738,81,Target,Head,892,397,1013,520
6812,272.9738,81,Target,Body,877,396,1048,817
6812,272.9738,81,Target,Feet,910,742,1066,848
6812,272.9738,81,Target,Peripersonal,856,372,1071,866
6812,272.9738,82,3,FullBody,1708,545,1870,743
6812,272.9738,84,Confederate_1,FullBody,1465,512,1598,664
6813,273.0139,81,Target,Head,892,397,1013,519
6813,273.0139,81,Target,Body,877,395,1048,814
6813,273.0139,81,Target,Feet,910,742,1066,846
6813,273.0139,81,Target,Peripersonal,857,372,1071,865
6813,273.0139,82,3,FullBody,1709,545,1867,742
6813,273.0139,84,Confederate_1,FullBody,1459,512,1600,661
6814,273.054,81,Target,Head,892,397,1013,518
6814,273.054,81,Target,Body,877,394,1049,815
6814,273.054,81,Target,Feet,910,741,1066,846
6814,273.054,81,Target,Peripersonal,857,372,1071,864
6814,273.054,82,3,FullBody,1709,544,1868,741
6815,273.094,81,Target,Head,892,396,1013,518
6815,273.094,81,Target,Body,877,393,1050,815
6815,273.094,81,Target,Feet,911,740,1067,845
6815,273.094,81,Target,Peripersonal,856,371,1073,864
6815,273.094,82,3,FullBody,1710,542,1867,739
6815,273.094,85,Confederate_2,FullBody,1823,531,1928,816
6815,273.094,84,Confederate_1,FullBody,1459,510,1599,660
6816,273.1341,81,Target,Head,892,396,1013,517
6816,273.1341,81,Target,Body,877,393,1050,814
6816,273.1341,81,Target,Feet,911,740,1067,845
6816,273.1341,81,Target,Peripersonal,856,370,1072,864
6816,273.1341,82,3,FullBody,1710,542,1870,739
6816,273.1341,85,Confederate_2,FullBody,1826,531,1928,838
6816,273.1341,84,Confederate_1,FullBody,1457,509,1599,656
6817,273.1742,81,Target,Head,892,394,1013,516
6817,273.1742,81,Target,Body,878,391,1049,812
6817,273.1742,81,Target,Feet,912,737,1068,843
6817,273.1742,81,Target,Peripersonal,857,369,1073,862
6817,273.1742,82,3,FullBody,1710,540,1868,739
6817,273.1742,85,Confederate_2,FullBody,1825,529,1926,834
6817,273.1742,84,Confederate_1,FullBody,1465,508,1601,662
6818,273.2143,81,Target,Head,893,391,1013,513
6818,273.2143,81,Target,Body,880,388,1050,808
6818,273.2143,81,Target,Feet,913,734,1068,839
6818,273.2143,81,Target,Peripersonal,860,366,1073,858
6818,273.2143,82,3,FullBody,1709,536,1873,729
6818,273.2143,85,Confederate_2,FullBody,1825,524,1926,815
6819,273.2543,81,Target,Head,894,388,1015,510
6819,273.2543,81,Target,Body,881,386,1051,807
6819,273.2543,81,Target,Feet,916,731,1068,838
6819,273.2543,81,Target,Peripersonal,862,363,1073,856
6819,273.2543,82,3,FullBody,1712,537,1875,729
6820,273.2944,81,Target,Head,896,387,1017,509
6820,273.2944,81,Target,Body,883,386,1052,804
6820,273.2944,81,Target,Feet,916,731,1072,836
6820,273.2944,81,Target,Peripersonal,863,362,1076,854
6820,273.2944,82,3,FullBody,1715,536,1880,731
6820,273.2944,84,Confederate_1,FullBody,1467,505,1603,659
6821,273.3345,81,Target,Head,898,386,1019,508
6821,273.3345,81,Target,Body,886,385,1054,805
6821,273.3345,81,Target,Feet,919,730,1072,836
6821,273.3345,81,Target,Peripersonal,866,361,1076,854
6821,273.3345,82,3,FullBody,1718,536,1883,731
6821,273.3345,84,Confederate_1,FullBody,1472,504,1606,658
6822,273.3745,81,Target,Head,900,385,1020,507
6822,273.3745,81,Target,Body,887,385,1056,801
6822,273.3745,81,Target,Feet,921,729,1074,835
6822,273.3745,81,Target,Peripersonal,868,360,1078,853
6822,273.3745,82,3,FullBody,1721,532,1886,726
6822,273.3745,84,Confederate_1,FullBody,1468,503,1614,657
6822,273.3745,85,Confederate_2,FullBody,1821,521,1931,899
6823,273.4146,81,Target,Head,902,384,1023,506
6823,273.4146,81,Target,Body,889,383,1059,800
6823,273.4146,81,Target,Feet,922,728,1077,832
6823,273.4146,81,Target,Peripersonal,869,359,1082,850
6823,273.4146,82,3,FullBody,1724,531,1892,727
6823,273.4146,84,Confederate_1,FullBody,1474,502,1614,658
6823,273.4146,85,Confederate_2,FullBody,1828,519,1934,803
6824,273.4547,81,Target,Head,904,383,1025,504
6824,273.4547,81,Target,Body,892,383,1061,800
6824,273.4547,81,Target,Feet,925,727,1079,831
6824,273.4547,81,Target,Peripersonal,872,358,1084,849
6824,273.4547,82,3,FullBody,1729,532,1895,728
6824,273.4547,84,Confederate_1,FullBody,1479,502,1621,660
6825,273.4948,81,Target,Head,907,382,1028,503
6825,273.4948,81,Target,Body,894,382,1064,798
6825,273.4948,81,Target,Feet,927,727,1083,830
6825,273.4948,81,Target,Peripersonal,874,357,1087,848
6825,273.4948,82,3,FullBody,1733,530,1896,723
6825,273.4948,84,Confederate_1,FullBody,1481,499,1629,660
6826,273.5348,81,Target,Head,909,380,1029,504
6826,273.5348,81,Target,Body,896,381,1066,798
6826,273.5348,81,Target,Feet,929,727,1084,830
6826,273.5348,81,Target,Peripersonal,876,356,1089,849
6826,273.5348,82,3,FullBody,1737,529,1900,721
6826,273.5348,84,Confederate_1,FullBody,1485,500,1631,653
6827,273.5749,81,Target,Head,911,379,1032,502
6827,273.5749,81,Target,Body,898,378,1067,799
6827,273.5749,81,Target,Feet,932,725,1086,830
6827,273.5749,81,Target,Peripersonal,878,354,1090,849
6827,273.5749,82,3,FullBody,1740,528,1902,719
6827,273.5749,84,Confederate_1,FullBody,1488,498,1625,648
6828,273.615,81,Target,Head,914,379,1034,501
6828,273.615,81,Target,Body,900,378,1070,798
6828,273.615,81,Target,Feet,934,726,1088,828
6828,273.615,81,Target,Peripersonal,880,355,1092,846
6828,273.615,82,3,FullBody,1743,527,1910,721
6828,273.615,84,Confederate_1,FullBody,1486,498,1630,651
6829,273.6551,81,Target,Head,916,380,1036,501
6829,273.6551,81,Target,Body,902,377,1073,797
6829,273.6551,81,Target,Feet,936,726,1090,827
6829,273.6551,81,Target,Peripersonal,883,355,1094,846
6829,273.6551,82,3,FullBody,1747,528,1916,725
6829,273.6551,84,Confederate_1,FullBody,1486,498,1637,653
6830,273.6951,81,Target,Head,918,380,1038,501
6830,273.6951,81,Target,Body,904,378,1075,798
6830,273.6951,81,Target,Feet,938,727,1092,828
6830,273.6951,81,Target,Peripersonal,884,355,1097,847
6830,273.6951,82,3,FullBody,1750,528,1917,723
6830,273.6951,84,Confederate_1,FullBody,1489,498,1642,655
6831,273.7352,81,Target,Head,919,380,1040,502
6831,273.7352,81,Target,Body,905,378,1076,799
6831,273.7352,81,Target,Feet,938,727,1093,829
6831,273.7352,81,Target,Peripersonal,886,355,1098,847
6831,273.7352,82,3,FullBody,1752,531,1921,730
6831,273.7352,84,Confederate_1,FullBody,1494,498,1635,659
6832,273.7753,81,Target,Head,919,380,1040,503
6832,273.7753,81,Target,Body,905,379,1076,800
6832,273.7753,81,Target,Feet,938,728,1094,830
6832,273.7753,81,Target,Peripersonal,885,355,1098,848
6832,273.7753,82,3,FullBody,1752,533,1923,731
6832,273.7753,84,Confederate_1,FullBody,1493,499,1642,655
6833,273.8153,81,Target,Head,920,380,1040,503
6833,273.8153,81,Target,Body,905,380,1077,799
6833,273.8153,81,Target,Feet,938,726,1094,829
6833,273.8153,81,Target,Peripersonal,885,355,1098,847
6833,273.8153,82,3,FullBody,1753,533,1921,733
6833,273.8153,84,Confederate_1,FullBody,1494,501,1642,660
6834,273.8554,81,Target,Head,920,380,1040,503
6834,273.8554,81,Target,Body,905,380,1077,800
6834,273.8554,81,Target,Feet,939,727,1093,829
6834,273.8554,81,Target,Peripersonal,886,355,1098,847
6834,273.8554,82,3,FullBody,1754,533,1920,731
6834,273.8554,84,Confederate_1,FullBody,1494,501,1645,661
6835,273.8955,81,Target,Head,921,380,1041,503
6835,273.8955,81,Target,Body,907,382,1077,799
6835,273.8955,81,Target,Feet,939,728,1093,830
6835,273.8955,81,Target,Peripersonal,888,355,1097,849
6835,273.8955,82,3,FullBody,1754,535,1923,735
6835,273.8955,84,Confederate_1,FullBody,1501,502,1641,668
6836,273.9356,81,Target,Head,921,380,1040,504
6836,273.9356,81,Target,Body,907,383,1076,799
6836,273.9356,81,Target,Feet,939,727,1094,830
6836,273.9356,81,Target,Peripersonal,888,355,1098,849
6836,273.9356,82,3,FullBody,1754,535,1922,732
6836,273.9356,84,Confederate_1,FullBody,1499,502,1641,663
6837,273.9756,81,Target,Head,920,380,1040,502
6837,273.9756,81,Target,Body,906,379,1076,800
6837,273.9756,81,Target,Feet,939,726,1093,828
6837,273.9756,81,Target,Peripersonal,887,355,1097,846
6837,273.9756,82,3,FullBody,1753,534,1920,730
6837,273.9756,84,Confederate_1,FullBody,1499,500,1640,657
6838,274.0157,81,Target,Head,919,379,1039,502
6838,274.0157,81,Target,Body,904,379,1075,799
6838,274.0157,81,Target,Feet,937,726,1091,828
6838,274.0157,81,Target,Peripersonal,885,354,1095,847
6838,274.0157,82,3,FullBody,1750,535,1920,733
6838,274.0157,84,Confederate_1,FullBody,1493,503,1642,662
6839,274.0558,81,Target,Head,918,380,1038,503
6839,274.0558,81,Target,Body,904,380,1074,799
6839,274.0558,81,Target,Feet,936,727,1090,829
6839,274.0558,81,Target,Peripersonal,885,355,1094,848
6839,274.0558,82,3,FullBody,1749,536,1923,736
6839,274.0558,84,Confederate_1,FullBody,1491,502,1637,661
6840,274.0958,81,Target,Head,917,380,1037,502
6840,274.0958,81,Target,Body,904,380,1074,799
6840,274.0958,81,Target,Feet,936,726,1090,829
6840,274.0958,81,Target,Peripersonal,885,355,1094,848
6840,274.0958,82,3,FullBody,1748,536,1923,738
6840,274.0958,84,Confederate_1,FullBody,1490,502,1637,659
6841,274.1359,81,Target,Head,916,381,1036,503
6841,274.1359,81,Target,Body,902,380,1073,797
6841,274.1359,81,Target,Feet,935,727,1088,829
6841,274.1359,81,Target,Peripersonal,883,356,1092,848
6841,274.1359,82,3,FullBody,1746,537,1920,739
6841,274.1359,84,Confederate_1,FullBody,1490,505,1635,665
6842,274.176,81,Target,Head,914,381,1034,503
6842,274.176,81,Target,Body,901,379,1071,798
6842,274.176,81,Target,Feet,932,726,1087,830
6842,274.176,81,Target,Peripersonal,882,356,1090,848
6842,274.176,82,3,FullBody,1743,536,1911,737
6842,274.176,84,Confederate_1,FullBody,1487,503,1630,666
6843,274.2161,81,Target,Head,913,381,1033,503
6843,274.2161,81,Target,Body,899,380,1069,796
6843,274.2161,81,Target,Feet,931,726,1086,829
6843,274.2161,81,Target,Peripersonal,880,356,1089,847
6843,274.2161,82,3,FullBody,1741,536,1907,731
6843,274.2161,84,Confederate_1,FullBody,1487,502,1629,661
6844,274.2561,81,Target,Head,912,382,1032,505
6844,274.2561,81,Target,Body,898,382,1068,797
6844,274.2561,81,Target,Feet,931,727,1085,830
6844,274.2561,81,Target,Peripersonal,879,357,1088,848
6844,274.2561,82,3,FullBody,1740,537,1908,735
6844,274.2561,84,Confederate_1,FullBody,1487,504,1631,664
6845,274.2962,81,Target,Head,910,383,1031,505
6845,274.2962,81,Target,Body,898,383,1068,798
6845,274.2962,81,Target,Feet,929,728,1084,831
6845,274.2962,81,Target,Peripersonal,880,358,1087,849
6845,274.2962,82,3,FullBody,1739,538,1903,735
6845,274.2962,84,Confederate_1,FullBody,1488,506,1629,667
6845,274.2962,86,Confederate_2,FullBody,1863,527,1925,823
6846,274.3363,81,Target,Head,910,384,1031,507
6846,274.3363,81,Target,Body,898,383,1067,800
6846,274.3363,81,Target,Feet,929,729,1084,833
6846,274.3363,81,Target,Peripersonal,879,359,1087,851
6846,274.3363,82,3,FullBody,1738,539,1900,732
6846,274.3363,84,Confederate_1,FullBody,1487,506,1628,664
6847,274.3764,81,Target,Head,910,385,1030,507
6847,274.3764,81,Target,Body,898,384,1067,803
6847,274.3764,81,Target,Feet,929,730,1084,835
6847,274.3764,81,Target,Peripersonal,879,360,1087,853
6847,274.3764,82,3,FullBody,1736,540,1893,731
6847,274.3764,84,Confederate_1,FullBody,1486,508,1628,663
6848,274.4164,81,Target,Head,910,386,1030,508
6848,274.4164,81,Target,Body,898,385,1068,803
6848,274.4164,81,Target,Feet,930,731,1084,835
6848,274.4164,81,Target,Peripersonal,879,361,1088,853
6848,274.4164,82,3,FullBody,1737,541,1897,733
6848,274.4164,84,Confederate_1,FullBody,1488,509,1630,665
6849,274.4565,81,Target,Head,911,387,1031,509
6849,274.4565,81,Target,Body,898,386,1068,805
6849,274.4565,81,Target,Feet,931,733,1084,836
6849,274.4565,81,Target,Peripersonal,880,362,1087,855
6849,274.4565,82,3,FullBody,1737,541,1895,733
6849,274.4565,84,Confederate_1,FullBody,1487,510,1622,661
6850,274.4966,81,Target,Head,911,388,1031,510
6850,274.4966,81,Target,Body,898,388,1068,805
6850,274.4966,81,Target,Feet,930,734,1084,838
6850,274.4966,81,Target,Peripersonal,880,363,1088,856
6850,274.4966,82,3,FullBody,1737,541,1895,738
6850,274.4966,84,Confederate_1,FullBody,1487,510,1623,665
6851,274.5366,81,Target,Head,911,388,1031,511
6851,274.5366,81,Target,Body,898,388,1069,805
6851,274.5366,81,Target,Feet,930,735,1085,838
6851,274.5366,81,Target,Peripersonal,879,363,1089,857
6851,274.5366,82,3,FullBody,1738,542,1902,742
6851,274.5366,84,Confederate_1,FullBody,1491,513,1622,670
6852,274.5767,81,Target,Head,912,389,1032,512
6852,274.5767,81,Target,Body,900,389,1069,806
6852,274.5767,81,Target,Feet,930,735,1086,838
6852,274.5767,81,Target,Peripersonal,881,364,1089,856
6852,274.5767,82,3,FullBody,1739,542,1902,738
6852,274.5767,84,Confederate_1,FullBody,1489,512,1622,669
6853,274.6168,81,Target,Head,912,390,1032,513
6853,274.6168,81,Target,Body,900,390,1070,807
6853,274.6168,81,Target,Feet,932,736,1087,839
6853,274.6168,81,Target,Peripersonal,880,365,1091,857
6853,274.6168,82,3,FullBody,1739,542,1906,745
6853,274.6168,84,Confederate_1,FullBody,1492,513,1622,673
6853,274.6168,86,Confederate_2,FullBody,1865,531,1927,818
6854,274.6569,81,Target,Head,913,390,1032,513
6854,274.6569,81,Target,Body,900,391,1070,806
