Frame,Timestamp,TrackID,Role,AOI,x1,y1,x2,y2
6126,245.4841,72,Target,Head,609,281,730,403
6126,245.4841,72,Target,Body,583,284,762,705
6126,245.4841,72,Target,Feet,615,631,775,737
6126,245.4841,72,Target,Peripersonal,560,254,785,756
6126,245.4841,75,Confederate_2,FullBody,1366,441,1535,785
6127,245.5242,72,Target,Head,589,274,709,395
6127,245.5242,72,Target,Body,561,278,742,702
6127,245.5242,72,Target,Feet,596,628,755,735
6127,245.5242,72,Target,Peripersonal,538,246,766,756
6127,245.5242,75,Confederate_2,FullBody,1344,431,1511,782
6128,245.5642,72,Target,Head,564,272,686,394
6128,245.5642,72,Target,Body,538,274,721,703
6128,245.5642,72,Target,Feet,576,628,736,736
6128,245.5642,72,Target,Peripersonal,513,243,745,757
6128,245.5642,75,Confederate_2,FullBody,1322,427,1483,758
6129,245.6043,72,Target,Head,551,268,672,389
6129,245.6043,72,Target,Body,527,269,711,700
6129,245.6043,72,Target,Feet,571,626,729,732
6129,245.6043,72,Target,Peripersonal,500,239,740,754
6129,245.6043,75,Confederate_2,FullBody,1314,421,1473,748
6130,245.6444,72,Target,Head,555,266,675,388
6130,245.6444,72,Target,Body,533,267,716,700
6130,245.6444,72,Target,Feet,575,623,737,733
6130,245.6444,72,Target,Peripersonal,506,236,749,755
6130,245.6444,75,Confederate_2,FullBody,1318,422,1480,749
6131,245.6845,72,Target,Head,559,266,679,389
6131,245.6845,72,Target,Body,537,269,719,701
6131,245.6845,72,Target,Feet,578,624,738,732
6131,245.6845,72,Target,Peripersonal,511,237,749,754
6131,245.6845,75,Confederate_2,FullBody,1327,424,1484,751
6131,245.6845,60,Confederate_1,FullBody,1104,404,1211,545
6132,245.7245,72,Target,Head,554,267,678,390
6132,245.7245,72,Target,Body,532,270,716,702
6132,245.7245,72,Target,Feet,570,627,732,733
6132,245.7245,72,Target,Peripersonal,507,238,742,755
6132,245.7245,75,Confederate_2,FullBody,1320,427,1477,758
6132,245.7245,60,Confederate_1,FullBody,1094,408,1204,550
6133,245.7646,72,Target,Head,544,269,669,392
6133,245.7646,72,Target,Body,522,273,706,704
6133,245.7646,72,Target,Feet,563,630,723,737
6133,245.7646,72,Target,Peripersonal,496,240,733,760
6133,245.7646,75,Confederate_2,FullBody,1315,431,1469,761
6133,245.7646,76,3,FullBody,1299,411,1415,586
6134,245.8047,72,Target,Head,537,273,662,396
6134,245.8047,72,Target,Body,515,276,700,709
6134,245.8047,72,Target,Feet,558,633,719,741
6134,245.8047,72,Target,Peripersonal,488,243,731,764
6134,245.8047,75,Confederate_2,FullBody,1309,433,1461,760
6135,245.8447,72,Target,Head,535,274,660,398
6135,245.8447,72,Target,Body,514,278,699,710
6135,245.8447,72,Target,Feet,556,634,718,743
6135,245.8447,72,Target,Peripersonal,487,244,730,766
6135,245.8447,75,Confederate_2,FullBody,1305,434,1460,763
6136,245.8848,72,Target,Head,536,273,661,397
6136,245.8848,72,Target,Body,515,277,701,709
6136,245.8848,72,Target,Feet,557,634,719,741
6136,245.8848,72,Target,Peripersonal,488,244,730,764
6136,245.8848,75,Confederate_2,FullBody,1304,436,1461,765
6137,245.9249,72,Target,Head,536,273,661,397
6137,245.9249,72,Target,Body,515,277,700,708
6137,245.9249,72,Target,Feet,555,633,716,741
6137,245.9249,72,Target,Peripersonal,489,243,727,764
6137,245.9249,75,Confederate_2,FullBody,1300,438,1459,766
6137,245.9249,76,3,FullBody,1294,419,1408,593
6138,245.965,72,Target,Head,532,273,657,396
6138,245.965,72,Target,Body,511,276,695,707
6138,245.965,72,Target,Feet,550,634,711,741
6138,245.965,72,Target,Peripersonal,486,243,720,764
6138,245.965,75,Confederate_2,FullBody,1296,437,1456,761
6139,246.005,72,Target,Head,530,273,655,396
6139,246.005,72,Target,Body,510,276,693,708
6139,246.005,72,Target,Feet,549,634,709,742
6139,246.005,72,Target,Peripersonal,485,243,718,765
6139,246.005,75,Confederate_2,FullBody,1292,437,1452,766
6140,246.0451,72,Target,Head,530,272,655,395
6140,246.0451,72,Target,Body,509,276,693,707
6140,246.0451,72,Target,Feet,548,633,709,739
6140,246.0451,72,Target,Peripersonal,484,243,718,762
6140,246.0451,75,Confederate_2,FullBody,1295,437,1453,766
6141,246.0852,72,Target,Head,532,269,657,391
6141,246.0852,72,Target,Body,513,272,696,705
6141,246.0852,72,Target,Feet,551,630,711,736
6141,246.0852,72,Target,Peripersonal,488,240,720,759
6141,246.0852,75,Confederate_2,FullBody,1294,436,1455,763
6142,246.1252,72,Target,Head,535,269,660,391
6142,246.1252,72,Target,Body,515,274,699,705
6142,246.1252,72,Target,Feet,553,629,714,736
6142,246.1252,72,Target,Peripersonal,490,239,724,759
6142,246.1252,75,Confederate_2,FullBody,1296,437,1458,762
6143,246.1653,72,Target,Head,537,269,663,392
6143,246.1653,72,Target,Body,516,274,701,704
6143,246.1653,72,Target,Feet,555,630,717,736
6143,246.1653,72,Target,Peripersonal,491,240,727,759
6143,246.1653,75,Confederate_2,FullBody,1299,438,1459,765
6144,246.2054,72,Target,Head,539,270,664,393
6144,246.2054,72,Target,Body,519,274,703,703
6144,246.2054,72,Target,Feet,557,631,719,736
6144,246.2054,72,Target,Peripersonal,493,241,728,759
6144,246.2054,75,Confederate_2,FullBody,1303,439,1461,768
6145,246.2455,72,Target,Head,540,271,666,394
6145,246.2455,72,Target,Body,520,275,705,705
6145,246.2455,72,Target,Feet,558,631,720,736
6145,246.2455,72,Target,Peripersonal,494,242,730,758
6145,246.2455,75,Confederate_2,FullBody,1306,438,1463,766
6145,246.2455,76,3,FullBody,1297,418,1413,594
6146,246.2855,72,Target,Head,541,272,667,395
6146,246.2855,72,Target,Body,521,276,705,706
6146,246.2855,72,Target,Feet,560,633,720,738
6146,246.2855,72,Target,Peripersonal,496,243,730,761
6146,246.2855,75,Confederate_2,FullBody,1310,438,1464,767
6146,246.2855,76,3,FullBody,1297,419,1415,595
6147,246.3256,72,Target,Head,543,273,668,397
6147,246.3256,72,Target,Body,523,276,705,706
6147,246.3256,72,Target,Feet,562,633,722,737
6147,246.3256,72,Target,Peripersonal,499,244,731,759
6147,246.3256,75,Confederate_2,FullBody,1314,436,1466,767
6147,246.3256,60,Confederate_1,FullBody,1086,415,1193,555
6148,246.3657,72,Target,Head,545,272,669,396
6148,246.3657,72,Target,Body,527,276,708,705
6148,246.3657,72,Target,Feet,564,633,724,738
6148,246.3657,72,Target,Peripersonal,503,243,732,760
6148,246.3657,75,Confederate_2,FullBody,1309,433,1468,764
6148,246.3657,60,Confederate_1,FullBody,1084,416,1195,554
6149,246.4058,72,Target,Head,545,271,669,394
6149,246.4058,72,Target,Body,526,274,709,705
6149,246.4058,72,Target,Feet,564,632,725,736
6149,246.4058,72,Target,Peripersonal,502,242,733,758
6149,246.4058,75,Confederate_2,FullBody,1312,433,1467,761
6149,246.4058,60,Confederate_1,FullBody,1086,414,1195,554
6150,246.4458,72,Target,Head,546,271,671,394
6150,246.4458,72,Target,Body,527,273,710,707
6150,246.4458,72,Target,Feet,566,632,725,737
6150,246.4458,72,Target,Peripersonal,503,242,735,760
6150,246.4458,75,Confederate_2,FullBody,1313,434,1470,763
6150,246.4458,60,Confederate_1,FullBody,1087,415,1195,554
6151,246.4859,72,Target,Head,550,272,674,396
6151,246.4859,72,Target,Body,532,274,715,707
6151,246.4859,72,Target,Feet,568,631,729,738
6151,246.4859,72,Target,Peripersonal,508,243,739,761
6151,246.4859,75,Confederate_2,FullBody,1314,436,1473,768
6151,246.4859,76,3,FullBody,1307,419,1418,595
6152,246.526,72,Target,Head,555,272,679,398
6152,246.526,72,Target,Body,536,276,718,709
6152,246.526,72,Target,Feet,573,632,733,740
6152,246.526,72,Target,Peripersonal,511,243,742,762
6152,246.526,75,Confederate_2,FullBody,1320,436,1478,767
6152,246.526,60,Confederate_1,FullBody,1093,417,1206,553
6153,246.566,72,Target,Head,558,272,682,399
6153,246.566,72,Target,Body,538,279,721,709
6153,246.566,72,Target,Feet,576,631,735,740
6153,246.566,72,Target,Peripersonal,514,244,745,762
6153,246.566,75,Confederate_2,FullBody,1322,435,1480,768
6154,246.6061,72,Target,Head,561,272,685,398
6154,246.6061,72,Target,Body,541,277,724,710
6154,246.6061,72,Target,Feet,579,631,738,739
6154,246.6061,72,Target,Peripersonal,516,243,749,762
6154,246.6061,75,Confederate_2,FullBody,1324,434,1484,768
6155,246.6462,72,Target,Head,565,271,689,398
6155,246.6462,72,Target,Body,545,278,727,709
6155,246.6462,72,Target,Feet,583,632,743,740
6155,246.6462,72,Target,Peripersonal,521,242,752,763
6155,246.6462,75,Confederate_2,FullBody,1331,434,1489,771
6155,246.6462,76,3,FullBody,1321,423,1437,595
6155,246.6462,60,Confederate_1,FullBody,1105,417,1214,558
6156,246.6863,72,Target,Head,570,275,694,400
6156,246.6863,72,Target,Body,550,280,733,712
6156,246.6863,72,Target,Feet,589,636,748,743
6156,246.6863,72,Target,Peripersonal,525,246,757,766
6156,246.6863,75,Confederate_2,FullBody,1332,437,1497,769
6156,246.6863,76,3,FullBody,1329,423,1444,601
6156,246.6863,60,Confederate_1,FullBody,1112,421,1219,562
6157,246.7263,72,Target,Head,581,281,704,405
6157,246.7263,72,Target,Body,560,287,742,718
6157,246.7263,72,Target,Feet,598,643,759,748
6157,246.7263,72,Target,Peripersonal,536,252,767,771
6157,246.7263,75,Confederate_2,FullBody,1342,445,1507,787
6158,246.7664,72,Target,Head,597,292,720,417
6158,246.7664,72,Target,Body,578,297,759,727
6158,246.7664,72,Target,Feet,617,655,774,759
6158,246.7664,72,Target,Peripersonal,554,263,783,781
6158,246.7664,75,Confederate_2,FullBody,1358,456,1530,797
6158,246.7664,60,Confederate_1,FullBody,1132,439,1248,578
6159,246.8065,72,Target,Head,623,309,746,434
6159,246.8065,72,Target,Body,604,313,783,742
6159,246.8065,72,Target,Feet,640,669,797,776
6159,246.8065,72,Target,Peripersonal,581,280,805,798
6159,246.8065,75,Confederate_2,FullBody,1398,474,1559,827
6160,246.8466,72,Target,Head,655,325,778,449
6160,246.8466,72,Target,Body,636,330,814,753
6160,246.8466,72,Target,Feet,669,681,828,787
6160,246.8466,72,Target,Peripersonal,614,297,836,808
6160,246.8466,75,Confederate_2,FullBody,1438,494,1601,858
6160,246.8466,76,3,FullBody,1423,474,1541,657
6161,246.8866,72,Target,Head,690,338,811,460
6161,246.8866,72,Target,Body,669,342,847,763
6161,246.8866,72,Target,Feet,701,694,860,796
6161,246.8866,72,Target,Peripersonal,647,310,869,817
6161,246.8866,75,Confederate_2,FullBody,1475,511,1650,885
6161,246.8866,76,3,FullBody,1461,491,1586,683
6162,246.9267,72,Target,Head,722,347,844,470
6162,246.9267,72,Target,Body,701,351,877,770
6162,246.9267,72,Target,Feet,729,699,887,802
6162,246.9267,72,Target,Peripersonal,680,320,898,822
6162,246.9267,75,Confederate_2,FullBody,1511,526,1698,897
6162,246.9267,76,3,FullBody,1497,504,1626,698
6163,246.9668,72,Target,Head,750,352,871,476
6163,246.9668,72,Target,Body,730,358,903,771
6163,246.9668,72,Target,Feet,753,703,912,803
6163,246.9668,72,Target,Peripersonal,709,326,924,822
6163,246.9668,75,Confederate_2,FullBody,1547,535,1740,907
6164,247.0068,72,Target,Head,771,355,892,480
6164,247.0068,72,Target,Body,749,361,923,775
6164,247.0068,72,Target,Feet,774,704,930,807
6164,247.0068,72,Target,Peripersonal,729,330,944,826
6164,247.0068,75,Confederate_2,FullBody,1576,541,1772,923
6165,247.0469,72,Target,Head,788,358,909,480
6165,247.0469,72,Target,Body,766,365,938,775
6165,247.0469,72,Target,Feet,789,709,945,808
6165,247.0469,72,Target,Peripersonal,746,333,957,826
6165,247.0469,75,Confederate_2,FullBody,1596,543,1800,932
6165,247.0469,76,3,FullBody,1587,523,1729,727
6166,247.087,72,Target,Head,801,360,923,483
6166,247.087,72,Target,Body,780,365,953,777
6166,247.087,72,Target,Feet,801,707,957,809
6166,247.087,72,Target,Peripersonal,760,335,973,827
6166,247.087,75,Confederate_2,FullBody,1623,549,1819,938
6167,247.1271,72,Target,Head,817,361,937,483
6167,247.1271,72,Target,Body,794,365,968,779
6167,247.1271,72,Target,Feet,815,708,974,810
6167,247.1271,72,Target,Peripersonal,774,336,988,828
6167,247.1271,75,Confederate_2,FullBody,1656,553,1849,950
6167,247.1271,76,3,FullBody,1634,531,1781,739
6168,247.1671,72,Target,Head,836,361,957,482
6168,247.1671,72,Target,Body,814,366,986,777
6168,247.1671,72,Target,Feet,836,712,990,810
6168,247.1671,72,Target,Peripersonal,794,336,1006,829
6168,247.1671,75,Confederate_2,FullBody,1685,559,1882,966
6168,247.1671,76,3,FullBody,1666,535,1813,749
6168,247.1671,60,Confederate_1,FullBody,1389,511,1507,674
6169,247.2072,72,Target,Head,859,361,979,483
6169,247.2072,72,Target,Body,836,366,1008,777
6169,247.2072,72,Target,Feet,854,711,1011,809
6169,247.2072,72,Target,Peripersonal,816,336,1028,827
6169,247.2072,75,Confederate_2,FullBody,1713,564,1918,971
6169,247.2072,76,3,FullBody,1709,542,1854,760
6170,247.2473,72,Target,Head,880,361,1002,482
6170,247.2473,72,Target,Body,857,366,1030,776
6170,247.2473,72,Target,Feet,875,711,1031,809
6170,247.2473,72,Target,Peripersonal,837,336,1051,827
6170,247.2473,76,3,FullBody,1747,549,1895,766
6170,247.2473,60,Confederate_1,FullBody,1443,523,1574,684
6171,247.2874,72,Target,Head,903,359,1024,481
6171,247.2874,72,Target,Body,879,365,1052,774
6171,247.2874,72,Target,Feet,895,708,1052,806
6171,247.2874,72,Target,Peripersonal,859,334,1072,824
6171,247.2874,60,Confederate_1,FullBody,1465,523,1604,685
6172,247.3274,72,Target,Head,924,354,1046,475
6172,247.3274,72,Target,Body,900,358,1073,768
6172,247.3274,72,Target,Feet,915,701,1073,801
6172,247.3274,72,Target,Peripersonal,879,329,1094,819
6172,247.3274,60,Confederate_1,FullBody,1492,524,1643,685
6173,247.3675,72,Target,Head,945,344,1067,466
6173,247.3675,72,Target,Body,918,347,1094,761
6173,247.3675,72,Target,Feet,933,696,1092,793
6173,247.3675,72,Target,Peripersonal,897,319,1115,812
6173,247.3675,60,Confederate_1,FullBody,1523,522,1672,687
6174,247.4076,72,Target,Head,963,336,1084,457
6174,247.4076,72,Target,Body,935,340,1111,753
6174,247.4076,72,Target,Feet,949,686,1107,785
6174,247.4076,72,Target,Peripersonal,913,310,1133,804
6175,247.4476,72,Target,Head,975,327,1098,449
6175,247.4476,72,Target,Body,948,332,1124,746
6175,247.4476,72,Target,Feet,963,680,1120,778
6175,247.4476,72,Target,Peripersonal,927,302,1146,797
6176,247.4877,72,Target,Head,988,320,1109,442
6176,247.4877,72,Target,Body,959,322,1136,742
6176,247.4877,72,Target,Feet,974,676,1130,775
6176,247.4877,72,Target,Peripersonal,937,293,1158,795
6177,247.5278,72,Target,Head,997,319,1120,441
6177,247.5278,72,Target,Body,968,322,1146,745
6177,247.5278,72,Target,Feet,980,678,1138,777
6177,247.5278,72,Target,Peripersonal,946,292,1168,798
6178,247.5679,72,Target,Head,1006,325,1129,446
6178,247.5679,72,Target,Body,976,328,1154,752
6178,247.5679,72,Target,Feet,987,684,1144,783
6178,247.5679,72,Target,Peripersonal,954,298,1176,804
6179,247.6079,72,Target,Head,1016,330,1138,452
6179,247.6079,72,Target,Body,982,331,1162,757
6179,247.6079,72,Target,Feet,993,689,1152,789
6179,247.6079,72,Target,Peripersonal,960,303,1184,810
6180,247.648,72,Target,Head,1021,331,1143,453
6180,247.648,72,Target,Body,986,335,1166,760
6180,247.648,72,Target,Feet,995,692,1156,791
6180,247.648,72,Target,Peripersonal,963,304,1189,812
6181,247.6881,72,Target,Head,1019,328,1143,450
6181,247.6881,72,Target,Body,986,330,1166,759
6181,247.6881,72,Target,Feet,994,689,1154,789
6181,247.6881,72,Target,Peripersonal,962,300,1189,810
6182,247.7281,72,Target,Head,1014,322,1137,444
6182,247.7281,72,Target,Body,980,325,1161,753
6182,247.7281,72,Target,Feet,989,685,1150,785
6182,247.7281,72,Target,Peripersonal,957,293,1184,807
6183,247.7682,72,Target,Head,1004,312,1127,434
6183,247.7682,72,Target,Body,970,316,1151,742
6183,247.7682,72,Target,Feet,979,675,1140,774
6183,247.7682,72,Target,Peripersonal,947,284,1175,796
6184,247.8083,72,Target,Head,990,296,1113,419
6184,247.8083,72,Target,Body,956,301,1138,729
6184,247.8083,72,Target,Feet,966,662,1126,761
6184,247.8083,72,Target,Peripersonal,932,267,1162,783
6185,247.8484,72,Target,Head,974,285,1098,408
6185,247.8484,72,Target,Body,941,292,1124,722
6185,247.8484,72,Target,Feet,951,655,1114,752
6185,247.8484,72,Target,Peripersonal,916,256,1148,776
6186,247.8884,72,Target,Head,963,285,1087,408
6186,247.8884,72,Target,Body,932,290,1114,725
6186,247.8884,72,Target,Feet,944,658,1106,755
6186,247.8884,72,Target,Peripersonal,908,255,1138,779
6187,247.9285,72,Target,Head,958,292,1082,414
6187,247.9285,72,Target,Body,928,295,1111,734
6187,247.9285,72,Target,Feet,944,668,1105,765
6187,247.9285,72,Target,Peripersonal,904,261,1135,790
6188,247.9686,72,Target,Head,958,299,1082,421
6188,247.9686,72,Target,Body,929,302,1112,744
6188,247.9686,72,Target,Feet,946,678,1108,775
6188,247.9686,72,Target,Peripersonal,904,267,1136,801
6189,248.0087,72,Target,Head,960,303,1084,426
6189,248.0087,72,Target,Body,932,306,1116,752
6189,248.0087,72,Target,Feet,952,684,1114,782
6189,248.0087,72,Target,Peripersonal,907,270,1141,809
6190,248.0487,72,Target,Head,963,306,1087,430
6190,248.0487,72,Target,Body,935,310,1120,759
6190,248.0487,72,Target,Feet,957,690,1120,790
6190,248.0487,72,Target,Peripersonal,910,273,1146,817
6191,248.0888,72,Target,Head,963,314,1087,438
6191,248.0888,72,Target,Body,935,317,1121,768
6191,248.0888,72,Target,Feet,958,699,1123,802
6191,248.0888,72,Target,Peripersonal,909,280,1147,830
6192,248.1289,72,Target,Head,960,326,1085,451
6192,248.1289,72,Target,Body,933,328,1120,784
6192,248.1289,72,Target,Feet,957,716,1123,816
6192,248.1289,72,Target,Peripersonal,907,292,1146,845
6193,248.1689,72,Target,Head,954,337,1079,461
6193,248.1689,72,Target,Body,929,339,1113,797
6193,248.1689,72,Target,Feet,952,728,1116,828
6193,248.1689,72,Target,Peripersonal,903,302,1139,857
6194,248.209,72,Target,Head,946,342,1071,466
6194,248.209,72,Target,Body,919,345,1106,801
6194,248.209,72,Target,Feet,945,734,1109,833
6194,248.209,72,Target,Peripersonal,893,307,1132,862
6195,248.2491,72,Target,Head,936,340,1061,465
6195,248.2491,72,Target,Body,910,342,1098,801
6195,248.2491,72,Target,Feet,939,735,1101,834
6195,248.2491,72,Target,Peripersonal,883,305,1125,863
6196,248.2892,72,Target,Head,928,336,1054,460
6196,248.2892,72,Target,Body,903,337,1092,800
6196,248.2892,72,Target,Feet,933,731,1099,833
6196,248.2892,72,Target,Peripersonal,876,300,1119,864
6197,248.3292,72,Target,Head,922,331,1049,454
6197,248.3292,72,Target,Body,897,333,1087,797
6197,248.3292,72,Target,Feet,930,729,1095,830
6197,248.3292,72,Target,Peripersonal,870,293,1115,861
6198,248.3693,72,Target,Head,915,325,1042,451
6198,248.3693,72,Target,Body,890,328,1082,796
6198,248.3693,72,Target,Feet,924,727,1090,828
6198,248.3693,72,Target,Peripersonal,862,287,1110,860
6199,248.4094,72,Target,Head,906,324,1033,449
6199,248.4094,72,Target,Body,881,324,1074,797
6199,248.4094,72,Target,Feet,915,726,1082,831
6199,248.4094,72,Target,Peripersonal,852,285,1104,863
6200,248.4495,72,Target,Head,898,324,1027,450
6200,248.4495,72,Target,Body,872,325,1066,803
6200,248.4495,72,Target,Feet,906,730,1074,835
6200,248.4495,72,Target,Peripersonal,843,284,1096,869
6201,248.4895,72,Target,Head,893,324,1021,450
6201,248.4895,72,Target,Body,868,325,1062,805
6201,248.4895,72,Target,Feet,900,735,1068,837
6201,248.4895,72,Target,Peripersonal,838,283,1092,871
6202,248.5296,72,Target,Head,892,324,1021,450
6202,248.5296,72,Target,Body,865,325,1061,810
6202,248.5296,72,Target,Feet,898,738,1067,841
6202,248.5296,72,Target,Peripersonal,834,282,1092,877
6203,248.5697,72,Target,Head,893,328,1022,452
6203,248.5697,72,Target,Body,866,327,1063,819
6203,248.5697,72,Target,Feet,900,748,1069,850
6203,248.5697,72,Target,Peripersonal,835,285,1094,887
6204,248.6097,72,Target,Head,896,338,1025,462
6204,248.6097,72,Target,Body,868,335,1066,836
6204,248.6097,72,Target,Feet,900,766,1072,869
6204,248.6097,72,Target,Peripersonal,837,292,1097,908
6204,248.6097,60,Confederate_1,FullBody,1606,511,1748,681
6205,248.6498,72,Target,Head,899,350,1031,475
6205,248.6498,72,Target,Body,871,350,1071,852
6205,248.6498,72,Target,Feet,901,786,1077,888
6205,248.6498,72,Target,Peripersonal,839,303,1104,928
6205,248.6498,60,Confederate_1,FullBody,1620,533,1772,711
6206,248.6899,72,Target,Head,909,359,1040,484
6206,248.6899,72,Target,Body,877,359,1081,867
6206,248.6899,72,Target,Feet,906,800,1083,899
6206,248.6899,72,Target,Peripersonal,844,312,1114,941
6206,248.6899,60,Confederate_1,FullBody,1646,553,1790,728
6207,248.73,72,Target,Head,920,366,1051,491
6207,248.73,72,Target,Body,885,366,1091,879
6207,248.73,72,Target,Feet,913,814,1088,913
6207,248.73,72,Target,Peripersonal,850,317,1126,957
6207,248.73,60,Confederate_1,FullBody,1667,575,1821,765
6208,248.77,72,Target,Head,932,376,1064,501
6208,248.77,72,Target,Body,896,374,1105,898
6208,248.77,72,Target,Feet,925,834,1102,932
6208,248.77,72,Target,Peripersonal,860,325,1141,977
6209,248.8101,72,Target,Head,946,388,1078,514
6209,248.8101,72,Target,Body,911,387,1120,916
6209,248.8101,72,Target,Feet,940,849,1120,949
6209,248.8101,72,Target,Peripersonal,875,336,1156,996
6210,248.8502,72,Target,Head,957,398,1090,523
6210,248.8502,72,Target,Body,923,394,1135,930
6210,248.8502,72,Target,Feet,955,861,1135,964
6210,248.8502,72,Target,Peripersonal,886,344,1173,1011
6210,248.8502,60,Confederate_1,FullBody,1770,604,1927,806
6211,248.8903,72,Target,Head,962,398,1097,524
6211,248.8903,72,Target,Body,929,395,1142,933
6211,248.8903,72,Target,Feet,959,866,1142,967
6211,248.8903,72,Target,Peripersonal,892,344,1179,1015
6211,248.8903,60,Confederate_1,FullBody,1795,598,1932,817
6212,248.9303,72,Target,Head,962,393,1097,519
6212,248.9303,72,Target,Body,926,391,1142,933
6212,248.9303,72,Target,Feet,953,865,1138,967
6212,248.9303,72,Target,Peripersonal,887,337,1181,1016
6212,248.9303,60,Confederate_1,FullBody,1795,604,1939,822
6213,248.9704,72,Target,Head,958,387,1094,513
6213,248.9704,72,Target,Body,919,389,1136,929
6213,248.9704,72,Target,Feet,943,865,1128,965
6213,248.9704,72,Target,Peripersonal,879,330,1176,1016
6213,248.9704,60,Confederate_1,FullBody,1791,611,1925,834
6214,249.0105,72,Target,Head,955,386,1091,512
6214,249.0105,72,Target,Body,912,387,1132,940
6214,249.0105,72,Target,Feet,930,874,1115,971
6214,249.0105,72,Target,Peripersonal,871,328,1173,1023
6214,249.0105,60,Confederate_1,FullBody,1792,633,1926,855
6215,249.0505,72,Target,Head,954,392,1091,517
6215,249.0505,72,Target,Body,907,392,1128,953
6215,249.0505,72,Target,Feet,920,889,1108,987
6215,249.0505,72,Target,Peripersonal,865,331,1170,1042
6215,249.0505,60,Confederate_1,FullBody,1799,662,1929,886
6216,249.0906,72,Target,Head,957,402,1095,527
6216,249.0906,72,Target,Body,907,402,1130,970
6216,249.0906,72,Target,Feet,913,906,1104,1005
6216,249.0906,72,Target,Peripersonal,864,339,1173,1061
6216,249.0906,60,Confederate_1,FullBody,1816,689,1936,903
6217,249.1307,72,Target,Head,958,408,1097,534
6217,249.1307,72,Target,Body,904,408,1132,983
6217,249.1307,72,Target,Feet,912,918,1105,1019
6217,249.1307,72,Target,Peripersonal,860,344,1176,1077
6218,249.1708,72,Target,Head,956,406,1096,532
6218,249.1708,72,Target,Body,903,405,1132,989
6218,249.1708,72,Target,Feet,909,922,1105,1021
6218,249.1708,72,Target,Peripersonal,858,340,1177,1081
6219,249.2108,72,Target,Head,951,402,1091,527
6219,249.2108,72,Target,Body,897,401,1128,988
6219,249.2108,72,Target,Feet,906,925,1104,1022
6219,249.2108,72,Target,Peripersonal,850,334,1175,1083
6220,249.2509,72,Target,Head,939,402,1080,529
6220,249.2509,72,Target,Body,886,401,1121,1000
6220,249.2509,72,Target,Feet,901,935,1097,1034
6220,249.2509,72,Target,Peripersonal,839,331,1168,1098
6221,249.291,72,Target,Head,925,403,1066,531
6221,249.291,72,Target,Body,873,401,1111,1008
6221,249.291,72,Target,Feet,893,941,1089,1040
6221,249.291,72,Target,Peripersonal,824,331,1160,1106
6222,249.331,72,Target,Head,914,397,1057,526
6222,249.331,72,Target,Body,862,398,1101,1006
6222,249.331,72,Target,Feet,881,938,1081,1038
6222,249.331,72,Target,Peripersonal,813,325,1151,1104
6222,249.331,60,Confederate_1,FullBody,1824,665,1936,870
6223,249.3711,72,Target,Head,908,390,1055,519
6223,249.3711,72,Target,Body,854,388,1097,1015
6223,249.3711,72,Target,Feet,873,947,1072,1046
6223,249.3711,72,Target,Peripersonal,803,314,1148,1116
6223,249.3711,60,Confederate_1,FullBody,1825,673,1939,879
6224,249.4112,72,Target,Head,908,388,1055,518
6224,249.4112,72,Target,Body,852,386,1096,1015
6224,249.4112,72,Target,Feet,870,949,1070,1049
6224,249.4112,72,Target,Peripersonal,800,311,1149,1120
6225,249.4513,72,Target,Head,910,383,1057,512
6225,249.4513,72,Target,Body,853,380,1100,1013
6225,249.4513,72,Target,Feet,872,946,1075,1044
6225,249.4513,72,Target,Peripersonal,799,306,1154,1115
6226,249.4913,72,Target,Head,912,371,1061,500
6226,249.4913,72,Target,Body,857,369,1106,1008
6226,249.4913,72,Target,Feet,880,936,1083,1038
6226,249.4913,72,Target,Peripersonal,802,292,1161,1111
6228,249.5715,72,Target,Head,905,348,1056,478
6228,249.5715,72,Target,Body,853,349,1108,997
6228,249.5715,72,Target,Feet,886,925,1094,1029
6228,249.5715,72,Target,Peripersonal,796,267,1165,1105
6229,249.6116,72,Target,Head,894,338,1045,471
6229,249.6116,72,Target,Body,843,339,1101,998
6229,249.6116,72,Target,Feet,882,921,1091,1027
6229,249.6116,72,Target,Peripersonal,784,255,1160,1105
6230,249.6516,72,Target,Head,883,334,1036,467
6230,249.6516,72,Target,Body,832,332,1094,1004
6230,249.6516,72,Target,Feet,877,925,1086,1033
6230,249.6516,72,Target,Peripersonal,771,248,1155,1114
6231,249.6917,72,Target,Head,877,333,1031,468
6231,249.6917,72,Target,Body,828,331,1093,1011
6231,249.6917,72,Target,Feet,877,935,1086,1041
6231,249.6917,72,Target,Peripersonal,767,245,1155,1124
6232,249.7318,72,Target,Head,877,335,1033,469
6232,249.7318,72,Target,Body,827,334,1097,1023
6232,249.7318,72,Target,Feet,878,948,1090,1054
6232,249.7318,72,Target,Peripersonal,763,244,1161,1139
6233,249.7718,72,Target,Head,878,335,1035,469
6233,249.7718,72,Target,Body,828,333,1099,1034
6233,249.7718,72,Target,Feet,877,958,1093,1063
6233,249.7718,72,Target,Peripersonal,763,242,1164,1151
6234,249.8119,72,Target,Head,879,332,1037,468
6234,249.8119,72,Target,Body,826,331,1103,1045
6234,249.8119,72,Target,Feet,876,967,1094,1073
6234,249.8119,72,Target,Peripersonal,759,236,1170,1164
6235,249.852,72,Target,Head,881,331,1041,465
6235,249.852,72,Target,Body,826,328,1108,1055
6235,249.852,72,Target,Feet,874,978,1097,1085
